country,confirmed,death,Transmission classification,Days since last reported case,date
Montenegro,312,5,Clusters of cases,0,20200421
Liechtenstein,82,1,Pending,2,20200421
Monaco,68,1,Sporadic cases,7,20200421
Holy See,9,0,Sporadic cases,0,20200421
Kosovo,572,12,Community transmission,0,20200421
Isle of Man,297,4,Pending,1,20200421
Jersey,249,12,Pending,0,20200421
Guernsey,239,9,Pending,1,20200421
Faroe Islands,185,0,Pending,1,20200421
Gibraltar,133,0,Pending,3,20200421
Greenland,11,0,Pending,15,20200421
India,18601,590,Clusters of cases,0,20200421
Indonesia,6760,590,Community transmission,0,20200421
Bangladesh,2948,101,Pending,0,20200421
Thailand,2811,48,Pending,0,20200421
Sri Lanka,304,7,Clusters of cases,0,20200421
Myanmar,119,5,Clusters of cases,0,20200421
Maldives,67,0,Sporadic cases,0,20200421
Nepal,31,0,Sporadic cases,2,20200421
Timor-Leste,23,0,Clusters of cases,0,20200421
Bhutan,6,0,Sporadic cases,0,20200421
Iran (Islamic Republic of),83505,5209,Community transmission,0,20200421
Saudi Arabia,10484,103,Clusters of cases,0,20200421
Pakistan,9216,192,Clusters of cases,0,20200421
United Arab Emirates,7265,43,Pending,0,20200421
Qatar,6015,9,Pending,0,20200421
Egypt,3333,250,Clusters of cases,0,20200421
Morocco,3046,143,Clusters of cases,0,20200421
Kuwait,1995,9,Clusters of cases,0,20200421
Bahrain,1907,7,Clusters of cases,0,20200421
Iraq,1574,82,Clusters of cases,0,20200421
Oman,1508,8,Clusters of cases,0,20200421
Afghanistan,1026,36,Clusters of cases,0,20200421
Tunisia,884,38,Community transmission,0,20200421
Djibouti,846,2,Clusters of cases,1,20200421
Lebanon,677,21,Clusters of cases,0,20200421
Jordan,425,7,Clusters of cases,0,20200421
Somalia,237,8,Sporadic cases,0,20200421
Sudan,107,12,Sporadic cases,0,20200421
Libya,51,1,Clusters of cases,1,20200421
Syrian Arab Republic,39,3,Community transmission,1,20200421
Yemen,1,0,Pending,10,20200421
occupied Palestinian territory,329,2,Clusters of cases,0,20200421
United States of America,751273,35884,Community transmission,0,20200421
Brazil,38654,2462,Community transmission,0,20200421
Canada,35383,1611,Community transmission,0,20200421
Peru,15628,400,Community transmission,0,20200421
Chile,10507,139,Community transmission,1,20200421
Ecuador,10128,507,Community transmission,0,20200421
Mexico,8261,686,Community transmission,0,20200421
Dominican Republic,4964,235,Community transmission,0,20200421
Panama,4467,126,Community transmission,0,20200421
Colombia,3792,179,Community transmission,0,20200421
Argentina,2960,136,Community transmission,0,20200421
Cuba,1087,36,Clusters of cases,0,20200421
Costa Rica,660,5,Clusters of cases,0,20200421
Bolivia (Plurinational State of),564,33,Clusters of cases,0,20200421
Uruguay,528,10,Clusters of cases,0,20200421
Honduras,477,46,Clusters of cases,0,20200421
Guatemala,289,7,Clusters of cases,0,20200421
Venezuela (Bolivarian Republic of),256,9,Clusters of cases,0,20200421
El Salvador,218,7,Clusters of cases,0,20200421
Paraguay,208,8,Community transmission,0,20200421
Jamaica,196,5,Clusters of cases,0,20200421
Trinidad and Tobago,114,8,Sporadic cases,5,20200421
Barbados,75,5,Clusters of cases,4,20200421
Guyana,65,7,Clusters of cases,0,20200421
Bahamas,60,9,Clusters of cases,0,20200421
Haiti,47,3,Clusters of cases,0,20200421
Antigua and Barbuda,23,3,Clusters of cases,7,20200421
Belize,18,2,Sporadic cases,6,20200421
Dominica,16,0,Clusters of cases,10,20200421
Saint Kitts and Nevis,15,0,Sporadic cases,0,20200421
Saint Lucia,15,0,Sporadic cases,9,20200421
Grenada,13,0,Clusters of cases,9,20200421
Saint Vincent and the Grenadines,12,0,Sporadic cases,10,20200421
Suriname,10,1,Sporadic cases,17,20200421
Nicaragua,9,2,Pending,8,20200421
Puerto Rico,1252,63,Clusters of cases,0,20200421
Martinique,163,14,Clusters of cases,2,20200421
Guadeloupe,148,11,Clusters of cases,1,20200421
Aruba,97,2,Clusters of cases,1,20200421
French Guiana,97,1,Clusters of cases,0,20200421
Bermuda,86,5,Clusters of cases,1,20200421
Sint Maarten,67,10,Clusters of cases,0,20200421
Cayman Islands,61,1,Clusters of cases,3,20200421
United States Virgin Islands,53,3,Clusters of cases,2,20200421
Saint Martin,37,2,Sporadic cases,2,20200421
Curaçao,14,1,Sporadic cases,12,20200421
Falkland Islands (Malvinas),11,0,Clusters of cases,6,20200421
Montserrat,11,0,Sporadic cases,7,20200421
Turks and Caicos Islands,11,1,Sporadic cases,4,20200421
Saint Barthélemy,6,0,Sporadic cases,21,20200421
"Bonaire, Sint Eustatius and Saba",5,0,Sporadic cases,3,20200421
British Virgin Islands,4,1,Sporadic cases,1,20200421
Anguilla,3,0,Sporadic cases,17,20200421
Saint Pierre and Miquelon,1,0,Sporadic cases,13,20200421
South Africa,3300,58,Community transmission,0,20200421
Algeria,2718,384,Community transmission,0,20200421
Cameroon,1163,42,Clusters of cases,0,20200421
Ghana,1042,9,Clusters of cases,1,20200421
Côte d’Ivoire,879,10,Clusters of cases,0,20200421
Niger,655,20,Clusters of cases,0,20200421
Guinea,622,5,Community transmission,0,20200421
Burkina Faso,576,36,Community transmission,0,20200421
Nigeria,541,19,Community transmission,1,20200421
Senegal,377,5,Clusters of cases,0,20200421
Democratic Republic of the Congo,350,25,Clusters of cases,0,20200421
Mauritius,328,9,Community transmission,1,20200421
Kenya,281,14,Clusters of cases,0,20200421
United Republic of Tanzania,255,10,Clusters of cases,0,20200421
Mali,246,14,Clusters of cases,0,20200421
Congo,160,6,Clusters of cases,0,20200421
Rwanda,147,0,Clusters of cases,1,20200421
Madagascar,121,0,Clusters of cases,1,20200421
Gabon,120,1,Clusters of cases,0,20200421
Ethiopia,111,3,Clusters of cases,0,20200421
Liberia,99,8,Clusters of cases,0,20200421
Togo,84,5,Clusters of cases,0,20200421
Equatorial Guinea,79,0,Clusters of cases,2,20200421
Zambia,65,3,Sporadic cases,0,20200421
Cabo Verde,55,1,Sporadic cases,4,20200421
Uganda,55,0,Sporadic cases,5,20200421
Benin,54,1,Sporadic cases,0,20200421
Guinea-Bissau,50,0,Sporadic cases,3,20200421
Sierra Leone,43,0,Clusters of cases,0,20200421
Eritrea,39,0,Sporadic cases,2,20200421
Mozambique,35,0,Sporadic cases,1,20200421
Chad,33,0,Sporadic cases,3,20200421
Zimbabwe,25,3,Sporadic cases,2,20200421
Angola,24,2,Sporadic cases,0,20200421
Eswatini,24,1,Sporadic cases,0,20200421
Botswana,20,1,Sporadic cases,1,20200421
Malawi,17,2,Sporadic cases,3,20200421
Namibia,16,0,Sporadic cases,15,20200421
Central African Republic,12,0,Sporadic cases,4,20200421
Seychelles,11,0,Sporadic cases,14,20200421
Gambia,10,1,Sporadic cases,0,20200421
Mauritania,7,1,Sporadic cases,10,20200421
Burundi,6,1,Sporadic cases,1,20200421
São Tomé and Príncipe,4,0,Sporadic cases,14,20200421
South Sudan,4,0,Sporadic cases,9,20200421
Réunion,408,0,Clusters of cases,1,20200421
Mayotte,284,4,Clusters of cases,1,20200421
