country,confirmed,death,Transmission classification,Days since last reported case,date
Isle of Man,308,18,Pending,1,20200428
Jersey,281,19,Pending,0,20200428
Guernsey,247,13,Community transmission,0,20200428
Faroe Islands,187,0,Pending,4,20200428
Gibraltar,141,0,Clusters of cases,1,20200428
Greenland,11,0,Pending,22,20200428
India,29435,934,Clusters of cases,0,20200428
Indonesia,9096,765,Community transmission,0,20200428
Bangladesh,5913,152,Pending,0,20200428
Thailand,2938,54,Pending,0,20200428
Sri Lanka,523,7,Clusters of cases,1,20200428
Maldives,214,0,Clusters of cases,0,20200428
Myanmar,146,5,Clusters of cases,1,20200428
Nepal,52,0,Sporadic cases,0,20200428
Timor-Leste,24,0,Clusters of cases,4,20200428
Bhutan,7,0,Sporadic cases,5,20200428
Iran (Islamic Republic of),91472,5806,Community transmission,0,20200428
Saudi Arabia,18811,144,Clusters of cases,0,20200428
Pakistan,13915,292,Clusters of cases,0,20200428
Qatar,11244,10,Pending,0,20200428
United Arab Emirates,10839,82,Pending,0,20200428
Egypt,4782,337,Clusters of cases,0,20200428
Morocco,4120,162,Clusters of cases,0,20200428
Kuwait,3288,22,Clusters of cases,0,20200428
Bahrain,2723,8,Clusters of cases,0,20200428
Oman,2131,10,Clusters of cases,0,20200428
Iraq,1847,88,Clusters of cases,0,20200428
Afghanistan,1703,60,Clusters of cases,0,20200428
Djibouti,1035,2,Clusters of cases,0,20200428
Tunisia,967,39,Community transmission,0,20200428
Lebanon,710,24,Clusters of cases,0,20200428
Somalia,480,26,Sporadic cases,0,20200428
Jordan,449,7,Clusters of cases,0,20200428
Sudan,275,22,Sporadic cases,0,20200428
Libya,61,2,Clusters of cases,1,20200428
Syrian Arab Republic,43,3,Community transmission,0,20200428
Yemen,1,0,Pending,17,20200428
occupied Palestinian territory,342,2,Clusters of cases,1,20200428
United States of America,960916,49170,Community transmission,0,20200428
Brazil,61888,4205,Community transmission,0,20200428
Canada,47316,2617,Community transmission,0,20200428
Peru,27517,728,Community transmission,0,20200428
Ecuador,23240,663,Community transmission,0,20200428
Mexico,14677,1351,Community transmission,0,20200428
Chile,13813,198,Community transmission,0,20200428
Dominican Republic,6293,282,Community transmission,0,20200428
Panama,5779,165,Community transmission,0,20200428
Colombia,5379,244,Community transmission,0,20200428
Argentina,3892,192,Community transmission,0,20200428
Cuba,1389,56,Clusters of cases,0,20200428
Bolivia (Plurinational State of),950,50,Clusters of cases,0,20200428
Costa Rica,695,6,Clusters of cases,0,20200428
Honduras,661,61,Clusters of cases,0,20200428
Uruguay,606,15,Clusters of cases,0,20200428
Guatemala,500,15,Clusters of cases,0,20200428
Venezuela (Bolivarian Republic of),325,10,Clusters of cases,0,20200428
El Salvador,323,8,Clusters of cases,0,20200428
Jamaica,305,7,Clusters of cases,1,20200428
Paraguay,228,9,Community transmission,1,20200428
Trinidad and Tobago,116,8,Sporadic cases,0,20200428
Bahamas,80,11,Clusters of cases,0,20200428
Barbados,79,6,Clusters of cases,1,20200428
Guyana,74,8,Clusters of cases,1,20200428
Haiti,74,6,Clusters of cases,0,20200428
Antigua and Barbuda,24,3,Clusters of cases,5,20200428
Belize,18,2,Sporadic cases,13,20200428
Grenada,18,0,Clusters of cases,1,20200428
Dominica,16,0,Clusters of cases,17,20200428
Saint Kitts and Nevis,15,0,Sporadic cases,7,20200428
Saint Lucia,15,0,Sporadic cases,16,20200428
Saint Vincent and the Grenadines,15,0,Sporadic cases,0,20200428
Nicaragua,13,3,Pending,1,20200428
Suriname,10,1,Sporadic cases,24,20200428
Puerto Rico,1389,53,Clusters of cases,0,20200428
Martinique,175,14,Clusters of cases,1,20200428
Guadeloupe,149,10,Clusters of cases,1,20200428
French Guiana,111,1,Clusters of cases,0,20200428
Bermuda,109,6,Clusters of cases,1,20200428
Aruba,100,2,Clusters of cases,5,20200428
Sint Maarten,74,13,Clusters of cases,1,20200428
Cayman Islands,70,1,Clusters of cases,1,20200428
United States Virgin Islands,59,4,Clusters of cases,0,20200428
Saint Martin,38,3,Sporadic cases,5,20200428
Curaçao,16,1,Sporadic cases,0,20200428
Falkland Islands (Malvinas),13,0,Clusters of cases,1,20200428
Turks and Caicos Islands,12,1,Sporadic cases,0,20200428
Montserrat,11,1,Sporadic cases,14,20200428
"Bonaire, Sint Eustatius and Saba",6,0,Sporadic cases,0,20200428
British Virgin Islands,6,1,Sporadic cases,1,20200428
Saint Barthélemy,6,0,Sporadic cases,28,20200428
Anguilla,3,0,Sporadic cases,24,20200428
Saint Pierre and Miquelon,1,0,Sporadic cases,20,20200428
South Africa,4793,90,Community transmission,0,20200428
Algeria,3517,432,Community transmission,0,20200428
Cameroon,1621,56,Clusters of cases,1,20200428
Ghana,1550,11,Clusters of cases,1,20200428
Nigeria,1337,40,Community transmission,0,20200428
Côte d’Ivoire,1164,14,Clusters of cases,0,20200428
Guinea,1163,7,Community transmission,0,20200428
Senegal,735,9,Clusters of cases,0,20200428
Niger,701,29,Clusters of cases,0,20200428
Burkina Faso,632,42,Community transmission,1,20200428
Democratic Republic of the Congo,471,30,Clusters of cases,0,20200428
Mali,408,23,Clusters of cases,0,20200428
Kenya,363,14,Clusters of cases,0,20200428
Mauritius,334,9,Community transmission,0,20200428
United Republic of Tanzania,300,10,Clusters of cases,1,20200428
Equatorial Guinea,258,1,Clusters of cases,1,20200428
Congo,207,8,Clusters of cases,0,20200428
Rwanda,207,0,Clusters of cases,0,20200428
Gabon,176,3,Clusters of cases,1,20200428
Liberia,133,16,Clusters of cases,0,20200428
Madagascar,128,0,Clusters of cases,1,20200428
Ethiopia,124,3,Clusters of cases,0,20200428
Cabo Verde,106,1,Sporadic cases,1,20200428
Sierra Leone,99,4,Clusters of cases,0,20200428
Togo,99,6,Clusters of cases,0,20200428
Zambia,89,3,Sporadic cases,0,20200428
Uganda,79,0,Sporadic cases,0,20200428
Mozambique,76,0,Sporadic cases,1,20200428
Guinea-Bissau,73,1,Sporadic cases,0,20200428
Eswatini,65,1,Sporadic cases,0,20200428
Benin,64,1,Sporadic cases,1,20200428
Chad,46,0,Sporadic cases,1,20200428
Central African Republic,42,0,Sporadic cases,0,20200428
Eritrea,39,0,Sporadic cases,9,20200428
Malawi,36,3,Sporadic cases,0,20200428
Zimbabwe,31,4,Sporadic cases,1,20200428
Angola,27,2,Sporadic cases,0,20200428
Botswana,22,1,Sporadic cases,5,20200428
Namibia,16,0,Sporadic cases,22,20200428
Burundi,15,1,Sporadic cases,1,20200428
Seychelles,11,0,Sporadic cases,21,20200428
Gambia,10,1,Sporadic cases,7,20200428
São Tomé and Príncipe,8,0,Sporadic cases,4,20200428
Mauritania,7,1,Sporadic cases,17,20200428
South Sudan,6,0,Sporadic cases,1,20200428
Mayotte,433,4,Clusters of cases,0,20200428
Réunion,418,0,Clusters of cases,0,20200428
